Instituição;Cod.IBGE;UF;População;Indicador_1;Nota_1;Indicador_2;Nota_2;Indicador_3;Nota_3;Classificação da CAPAG
Prefeitura Municipal de Angélica - MS;5000856;MS;10620;0,10240423;A;0,893459791;A;0;n.d.;n.d.
Prefeitura Municipal de Angelim - PE;2601003;PE;11072;0,009847258;A;0,917188451;B;2,189631302;C;C
Prefeitura Municipal de Angelina - SC;4200903;SC;4860;;n.d.;;n.d.;0,053003486;A;n.d.
Prefeitura Municipal de Angical - BA;2901403;BA;14017;0,967882313;B;0,940374439;B;0,764431379;A;B
Prefeitura Municipal de Angical do Piauí - PI;2200608;PI;6792;0,207085101;A;1,031783284;C;0,960194234;A;C
Prefeitura Municipal de Angico - TO;1701051;TO;3417;0,123314232;A;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Angicos - RN;2400802;RN;11724;0,230626056;A;0,934380427;B;;n.d.;n.d.
Prefeitura Municipal de Angra dos Reis - RJ;3300100;RJ;200407;0,149793109;A;0,757343865;A;0,447426958;A;A
Prefeitura Municipal de Anguera - BA;2901502;BA;11142;0,716463019;B;0,937146768;B;0,163021619;A;B
Prefeitura Municipal de Ângulo - PR;4101150;PR;2927;0,085828394;A;0,821191056;A;0,168395362;A;A
Prefeitura Municipal de Anhanguera - GO;5201207;GO;1137;0,061057375;A;0,930581592;B;0,172956528;A;B
Prefeitura Municipal de Anhembi - SP;3502309;SP;6627;0,007319734;A;0,956260446;C;-0,294393667;C;C
Prefeitura Municipal de Anhumas - SP;3502408;SP;4085;0,044558393;A;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Anicuns - GO;5201306;GO;21717;0,209331684;A;0,937085585;B;0,54929824;A;B
Prefeitura Municipal de Anísio de Abreu - PI;2200707;PI;9818;0,026904163;A;;n.d.;-0,499761834;C;n.d.
Prefeitura Municipal de Anita Garibaldi - SC;4201000;SC;7313;0,049178498;A;;n.d.;8,507454703;C;n.d.
Prefeitura Municipal de Anitápolis - SC;4201109;SC;3236;0,035027781;A;0,874041356;A;-6,356896487;C;C
Prefeitura Municipal de Anori - AM;1300102;AM;20538;0,558678871;A;1,050921869;C;2,067205664;C;C
Prefeitura Municipal de Anta Gorda - RS;4300703;RS;6003;0,034691552;A;0,825133319;A;0,078229841;A;A
Prefeitura Municipal de Antas - BA;2901601;BA;19093;0,255983079;A;0,917051668;B;6,630158143;C;C
Prefeitura Municipal de Antonina - PR;4101200;PR;19011;0,254067173;A;0,98848712;C;-0,412589907;C;C
Prefeitura Municipal de Antonina do Norte - CE;2300804;CE;7328;0,001567212;A;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Antônio Almeida - PI;2200806;PI;3158;0,016984334;A;0,913816563;B;1,153891341;C;C
Prefeitura Municipal de Antônio Cardoso - BA;2901700;BA;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Antônio Carlos - MG;3102902;MG;11432;;n.d.;0,92228772;B;0,154261055;A;n.d.
Prefeitura Municipal de Antônio Carlos - SC;4201208;SC;8411;0,106311998;A;0,811940385;A;0,00940714;A;A
Prefeitura Municipal de Antônio Dias - MG;3103009;MG;9363;0,292106545;A;0,870705856;A;;n.d.;n.d.
Prefeitura Municipal de Antônio Gonçalves - BA;2901809;BA;11715;0,371407988;A;0,937701332;B;5,879018692;C;C
Prefeitura Municipal de Antônio João - MS;5000906;MS;8891;0,346651433;A;0,865529193;A;0;n.d.;n.d.
Prefeitura Municipal de Antônio Martins - RN;2400901;RN;7137;0,176306882;A;0,931177587;B;3,545103324;C;C
Prefeitura Municipal de Antônio Olinto - PR;4101309;PR;7441;0,077764049;A;0,91340264;B;0,042362885;A;B
Prefeitura Municipal de Antônio Prado - RS;4300802;RS;13055;0,059557633;A;0,828138029;A;0,01320919;A;A
Prefeitura Municipal de Antônio Prado de Minas - MG;3103108;MG;;;n.d.;0,973972673;C;;n.d.;n.d.
Prefeitura Municipal de Aparecida - PB;2500775;PB;8337;0,057420958;A;0,978516142;C;1,847861828;C;C
Prefeitura Municipal de Aparecida - SP;3502507;SP;36129;0,104303393;A;0,924087718;B;;n.d.;n.d.
Prefeitura Municipal de Aparecida de Goiânia - GO;5201405;GO;565957;0,297714919;A;0,864449346;A;0,209172657;A;A
Prefeitura Municipal de Aparecida do Rio Doce - GO;5201454;GO;2474;0,071357213;A;0,949576323;B;15,82813262;C;C
Prefeitura Municipal de Aparecida do Rio Negro - TO;1701101;TO;4741;0,21745217;A;0,925631319;B;-0,058348;C;C
Prefeitura Municipal de Aparecida do Taboado - MS;5001003;MS;25431;0,068413746;A;0,875439244;A;0,327716026;A;A
Prefeitura Municipal de Aparecida d'Oeste - SP;3502606;SP;4234;;n.d.;0,996625687;C;12,09326446;C;n.d.
Prefeitura Municipal de Aperibé - RJ;3300159;RJ;11612;0,326872372;A;;n.d.;2,343527398;C;n.d.
Prefeitura Municipal de Apiacá - ES;3200508;ES;7580;0,202466086;A;0,91562006;B;0,278576013;A;B
Prefeitura Municipal de Apiacás - MT;5100805;MT;9979;0,012764936;A;0,912759921;B;0,065547567;A;B
Prefeitura Municipal de Apiaí - SP;3502705;SP;24526;0,323587484;A;0,992821751;C;10,8053796;C;C
Prefeitura Municipal de Apicum-Açu - MA;2100832;MA;17063;;n.d.;1,047845278;C;;n.d.;n.d.
Prefeitura Municipal de Apiúna - SC;4201257;SC;10636;0,085984409;A;0,942340291;B;0,02797447;A;B
Prefeitura Municipal de Apodi - RN;2401008;RN;35814;-0,001649343;A;0,98477604;C;-0,268873181;C;C
Prefeitura Municipal de Aporá - BA;2901908;BA;17673;0,368874083;A;0,978968715;C;8,055942093;C;C
Prefeitura Municipal de Aporé - GO;5201504;GO;4163;0,08512971;A;0,940522885;B;5,586670995;C;C
Prefeitura Municipal de Apuarema - BA;2901957;BA;7360;1,477814625;B;1,019942145;C;4,493857731;C;C
Prefeitura Municipal de Apucarana - PR;4101408;PR;133726;0,301211895;A;0,934527261;B;0,034742127;A;B
Prefeitura Municipal de Apuí - AM;1300144;AM;21583;0,63268336;B;0,903552284;B;0,522432798;A;B
Prefeitura Municipal de Apuiarés - CE;2300903;CE;14814;0,241366785;A;0,965701207;C;;n.d.;n.d.
Prefeitura Municipal de Aquidabã - SE;2800209;SE;21443;0,000317417;A;0,945975965;B;;n.d.;n.d.
Prefeitura Municipal de Aquidauana - MS;5001102;MS;47784;0,184663076;A;0,945866851;B;-1,153138599;C;C
Prefeitura Municipal de Aquiraz - CE;2301000;CE;79563;0,106449496;A;0,876703116;A;0,161477872;A;A
Prefeitura Municipal de Arabutã - SC;4201273;SC;4266;;n.d.;0,891143317;A;0,023966101;A;n.d.
Prefeitura Municipal de Araçagi - PB;2500809;PB;17079;0,998937444;B;1,016238316;C;0,2642266;A;C
Prefeitura Municipal de Araçaí - MG;3103207;MG;2341;0,053098126;A;0,957847671;C;-7,040450365;C;C
Prefeitura Municipal de Aracaju - SE;2800308;SE;648939;0,189810291;A;0,885377277;A;0,547091239;A;A
Prefeitura Municipal de Araçariguama - SP;3502754;SP;21854;0,019775584;A;0,920401803;B;4,156915404;C;C
Prefeitura Municipal de Araças - BA;2902054;BA;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Aracati - CE;2301109;CE;74084;0,140428466;A;0,830056315;A;0,213601211;A;A
Prefeitura Municipal de Aracatu - BA;2902005;BA;13229;0,949753901;B;0,963978547;C;0,013256744;A;C
Prefeitura Municipal de Araçatuba - SP;3502804;SP;195874;0,304705508;A;0,967918869;C;0,27841021;A;C
Prefeitura Municipal de Araci - BA;2902104;BA;54099;0,478829392;A;1,077060455;C;8,116430096;C;C
Prefeitura Municipal de Aracitaba - MG;3103306;MG;2066;0,031973049;A;0,957105564;C;0,017190059;A;C
Prefeitura Municipal de Aracoiaba - CE;2301208;CE;26455;0,53619645;A;0,995547674;C;;n.d.;n.d.
Prefeitura Municipal de Araçoiaba - PE;2601052;PE;20312;0,641444011;B;0,9097504;B;2,507945613;C;C
Prefeitura Municipal de Araçoiaba da Serra - SP;3502903;SP;33499;0,026462703;A;0,840611772;A;0,117343125;A;A
Prefeitura Municipal de Aracruz - ES;3200607;ES;99305;0,063210604;A;0,875661459;A;0,16267466;A;A
Prefeitura Municipal de Araçu - GO;5201603;GO;3560;0,146953184;A;0,953212548;C;;n.d.;n.d.
Prefeitura Municipal de Araçuaí - MG;3103405;MG;36705;0,060871306;A;0,939554361;B;0,871249537;A;B
Prefeitura Municipal de Aragarças - GO;5201702;GO;19959;0,713664821;B;0,927377333;B;;n.d.;n.d.
Prefeitura Municipal de Aragoiânia - GO;5201801;GO;10116;0,34482585;A;0,955904098;C;1,821921617;C;C
Prefeitura Municipal de Aragominas - TO;1701309;TO;5786;0,309133856;A;0,809065849;A;-0,074221379;C;C
Prefeitura Municipal de Araguacema - TO;1701903;TO;7016;0,220188916;A;1,05868516;C;;n.d.;n.d.
Prefeitura Municipal de Araguaçu - TO;1702000;TO;8567;0,409864203;A;0,946381019;B;0,930426146;A;B
Prefeitura Municipal de Araguaiana - MT;5101001;MT;3119;0,056056087;A;0,993245444;C;0,743755774;A;C
Prefeitura Municipal de Araguaína - TO;1702109;TO;177517;0,367365525;A;0,907075668;B;;n.d.;n.d.
Prefeitura Municipal de Araguainha - MT;5101209;MT;956;;n.d.;1,012104092;C;-0,039782136;C;n.d.
Prefeitura Municipal de Araguanã - MA;2100873;MA;15297;;n.d.;0,979510412;C;;n.d.;n.d.
Prefeitura Municipal de Araguanã - TO;1702158;TO;5663;0,287424056;A;0,9783853;C;1,954628131;C;C
Prefeitura Municipal de Araguapaz - GO;5202155;GO;7756;0,120232844;A;0,969744706;C;;n.d.;n.d.
Prefeitura Municipal de Araguari - MG;3103504;MG;116691;0,103698591;A;0,950269718;C;2,916289219;C;C
Prefeitura Municipal de Araguatins - TO;1702208;TO;35346;0,320941776;A;0,940222213;B;;n.d.;n.d.
Prefeitura Municipal de Araioses - MA;2100907;MA;46103;;n.d.;1,333254154;C;0;n.d.;n.d.
Prefeitura Municipal de Aral Moreira - MS;5001243;MS;11963;0,186019582;A;0,942887854;B;0,099284154;A;B
Prefeitura Municipal de Aramari - BA;2902203;BA;11332;0,270036597;A;1,003210446;C;27,56171289;C;C
Prefeitura Municipal de Arambaré - RS;4300851;RS;3600;0,05522789;A;0,975241399;C;-15,96761768;C;C
Prefeitura Municipal de Arame - MA;2100956;MA;32637;0,008182714;A;1,042279386;C;;n.d.;n.d.
Prefeitura Municipal de Aramina - SP;3503000;SP;5585;0,057000674;A;0,943751968;B;1,398094588;C;C
Prefeitura Municipal de Arandu - SP;3503109;SP;6348;0,316504291;A;0,922757868;B;6,422715826;C;C
Prefeitura Municipal de Arantina - MG;3103603;MG;2804;;n.d.;0,933526091;B;0,013862546;A;n.d.
Prefeitura Municipal de Arapeí - SP;3503158;SP;2478;;n.d.;0,834498757;A;;n.d.;n.d.
Prefeitura Municipal de Arapiraca - AL;2700300;AL;230417;0,083666445;A;0,999203171;C;1,366242589;C;C
Prefeitura Municipal de Arapoema - TO;1702307;TO;6670;0,318007521;A;0,890913861;A;0,101678876;A;A
Prefeitura Municipal de Araponga - MG;3103702;MG;8425;0,147475391;A;0,925154199;B;;n.d.;n.d.
Prefeitura Municipal de Arapongas - PR;4101507;PR;121198;0,029114884;A;0,92012511;B;0,583882622;A;B
Prefeitura Municipal de Araporã - MG;3103751;MG;6804;;n.d.;0,891376721;A;1,31904825;C;n.d.
Prefeitura Municipal de Arapoti - PR;4101606;PR;27925;0,026518521;A;0,852965131;A;0,167774529;A;A
Prefeitura Municipal de Arapuá - MG;3103801;MG;2833;0,275295045;A;0,950868745;C;0,58157098;A;C
Prefeitura Municipal de Arapuã - PR;4101655;PR;3128;0,010005544;A;0,947963283;B;0,170534814;A;B
Prefeitura Municipal de Araputanga - MT;5101258;MT;16690;0,061507056;A;9,337952242;C;0,26615345;A;C
Prefeitura Municipal de Araquari - SC;4201307;SC;36710;0,030621176;A;0,812301593;A;0,172343154;A;A
Prefeitura Municipal de Arara - PB;2500908;PB;13438;-0,014575545;A;;n.d.;1,447688988;C;n.d.
Prefeitura Municipal de Araranguá - SC;4201406;SC;67578;0,142318371;A;0,97238359;C;0,223016742;A;C
Prefeitura Municipal de Araraquara - SP;3503208;SP;233744;0,230663387;A;1,02726174;C;1,860905472;C;C
Prefeitura Municipal de Araras - SP;3503307;SP;132934;0,060043811;A;0,906938226;B;;n.d.;n.d.
Prefeitura Municipal de Ararendá - CE;2301257;CE;10901;0,185832205;A;0,936257609;B;;n.d.;n.d.
Prefeitura Municipal de Arari - MA;2101004;MA;29764;0,405126338;A;1,334086065;C;1,34842991;C;C
Prefeitura Municipal de Araricá - RS;4300877;RS;5622;0,125359603;A;0,951213497;C;2,452830119;C;C
Prefeitura Municipal de Araripe - CE;2301307;CE;21550;0,196080102;A;0,890300452;A;;n.d.;n.d.
Prefeitura Municipal de Araripina - PE;2601102;PE;83964;0,727233461;B;0,954401277;C;-4,874695453;C;C
Prefeitura Municipal de Araruama - RJ;3300209;RJ;130439;0,002555483;A;0,883755982;A;0,239808285;A;A
Prefeitura Municipal de Araruna - PB;2501005;PB;20215;0,586163685;A;0,970361114;C;-1,103386032;C;C
Prefeitura Municipal de Araruna - PR;4101705;PR;13939;0,350288776;A;1,037761791;C;1,285361769;C;C
Prefeitura Municipal de Arataca - BA;2902252;BA;11079;1,258969731;B;1,049793842;C;30,2620783;C;C
Prefeitura Municipal de Aratiba - RS;4300901;RS;6283;0,059333459;A;0,862564632;A;0,221612188;A;A
Prefeitura Municipal de Aratuba - CE;2301406;CE;11346;0,357611149;A;1,000209114;C;;n.d.;n.d.
Prefeitura Municipal de Aratuípe - BA;2902302;BA;8813;0,26490015;A;0,954825077;C;0,118171834;A;C
Prefeitura Municipal de Arauá - SE;2800407;SE;10168;0,358863169;A;0,957939039;C;2,214645277;C;C
Prefeitura Municipal de Araucária - PR;4101804;PR;141410;0,13811164;A;0,816970552;A;0,172128072;A;A
Prefeitura Municipal de Araújos - MG;3103900;MG;9142;0,014969781;A;0,926420862;B;0,394053847;A;B
Prefeitura Municipal de Araxá - MG;3104007;MG;105083;0,030401409;A;0,886273181;A;0,199578525;A;A
Prefeitura Municipal de Arceburgo - MG;3104106;MG;10657;0,076762636;A;0,916474207;B;;n.d.;n.d.
Prefeitura Municipal de Arco-Íris - SP;3503356;SP;1811;;n.d.;0,949887035;B;0,38418447;A;n.d.
Prefeitura Municipal de Arcos - MG;3104205;MG;39793;0,040565658;A;0,954332442;C;-12,53986276;C;C
Prefeitura Municipal de Arcoverde - PE;2601201;PE;73844;0,014270149;A;0,999155552;C;5,056954507;C;C
Prefeitura Municipal de Areado - MG;3104304;MG;14955;;n.d.;0,985605583;C;0,471549684;A;n.d.
Prefeitura Municipal de Areal - RJ;3300225;RJ;12471;0,580407284;A;0,857050121;A;1,254978399;C;C
Prefeitura Municipal de Arealva - SP;3503406;SP;8505;;n.d.;0,999278757;C;1,907906806;C;n.d.
Prefeitura Municipal de Areia - PB;2501104;PB;22978;0,747320915;B;0,890240884;A;0,755226604;A;B
Prefeitura Municipal de Areia Branca - RN;2401107;RN;27162;0,052393107;A;0,910532726;B;;n.d.;n.d.
Prefeitura Municipal de Areia Branca - SE;2800506;SE;18396;0,130088226;A;0,92629784;B;3,737928862;C;C
Prefeitura Municipal de Areia de Baraúnas - PB;2501153;PB;2140;0,039523248;A;0,966022555;C;3,335198088;C;C
Prefeitura Municipal de Areial - PB;2501203;PB;6935;;n.d.;0,851873069;A;-0,031442702;C;n.d.
Prefeitura Municipal de Areias - SP;3503505;SP;3876;0,02543731;A;1,021161401;C;0,357465194;A;C
Prefeitura Municipal de Areiópolis - SP;3503604;SP;11099;0,099974203;A;0,98602386;C;2,914340334;C;C
Prefeitura Municipal de Arenápolis - MT;5101308;MT;9714;0,028697663;A;0,964871902;C;-0,386558114;C;C
Prefeitura Municipal de Arenópolis - GO;5202353;GO;2689;0,159021406;A;0,986844041;C;0,613570469;A;C
Prefeitura Municipal de Arês - RN;2401206;RN;14192;0,472781487;A;0,971496384;C;;n.d.;n.d.
Prefeitura Municipal de Argirita - MG;3104403;MG;2751;0,00431517;A;0,933753576;B;1,275638674;C;C
Prefeitura Municipal de Aricanduva - MG;3104452;MG;5191;0,016763426;A;1,02062078;C;12,05911501;C;C
Prefeitura Municipal de Arinos - MG;3104502;MG;17888;0,16679964;A;0,97441025;C;6,592673831;C;C
Prefeitura Municipal de Aripuanã - MT;5101407;MT;21987;0,015188691;A;3,132837936;C;0,026525735;A;C
Prefeitura Municipal de Ariquemes - RO;1100023;RO;106168;0,212222813;A;0,821909383;A;0,089724096;A;A
Prefeitura Municipal de Ariranha - SP;3503703;SP;9573;0,311906447;A;0,917075772;B;1,768867212;C;C
Prefeitura Municipal de Ariranha do Ivaí - PR;4101853;PR;2151;0,024056705;A;1,053953388;C;1,589478557;C;C
Prefeitura Municipal de Armação dos Búzios - RJ;3300233;RJ;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Armazém - SC;4201505;SC;8587;;n.d.;;n.d.;0;n.d.;n.d.
Prefeitura Municipal de Arneiroz - CE;2301505;CE;7836;0,103524104;A;344,005607;C;;n.d.;n.d.
Prefeitura Municipal de Aroazes - PI;2200905;PI;5844;0,443803239;A;0,961080027;C;38,85856504;C;C
Prefeitura Municipal de Aroeiras - PB;2501302;PB;19190;;n.d.;0,926163749;B;-3,686101906;C;n.d.
Prefeitura Municipal de Aroeiras do Itaim - PI;2200954;PI;2551;;n.d.;;n.d.;-7,598982356;C;n.d.
Prefeitura Municipal de Arraial - PI;2201002;PI;4735;0,081977789;A;1,094933493;C;0,00396972;A;C
Prefeitura Municipal de Arraial do Cabo - RJ;3300258;RJ;30096;0,35754214;A;1,002751705;C;0,403260325;A;C
Prefeitura Municipal de Arraias - TO;1702406;TO;10601;0,188012744;A;0,929922442;B;0,927548735;A;B
Prefeitura Municipal de Arroio do Meio - RS;4301008;RS;20637;0,02911882;A;0,919101643;B;0,129896758;A;B
Prefeitura Municipal de Arroio do Padre - RS;4301073;RS;2921;;n.d.;0,94669983;B;0,018974044;A;n.d.
Prefeitura Municipal de Arroio do Sal - RS;4301057;RS;9842;0,037427298;A;0,819039473;A;0,17412461;A;A
Prefeitura Municipal de Arroio do Tigre - RS;4301206;RS;13332;0,018120925;A;0,982074655;C;3,566809175;C;C
Prefeitura Municipal de Arroio dos Ratos - RS;4301107;RS;14123;0,084078138;A;1,059455334;C;-0,358264095;C;C
Prefeitura Municipal de Arroio Grande - RS;4301305;RS;18351;0,144934251;A;0,913026134;B;0,94263348;A;B
Prefeitura Municipal de Arroio Trinta - SC;4201604;SC;3551;0,011710759;A;0,791337939;A;0,18271923;A;A
Prefeitura Municipal de Artur Nogueira - SP;3503802;SP;53450;0,412826919;A;0,974345949;C;1,826057966;C;C
Prefeitura Municipal de Aruanã - GO;5202502;GO;9635;0,283209007;A;0,919455859;B;0,439300049;A;B
Prefeitura Municipal de Arujá - SP;3503901;SP;88455;0,016872153;A;0,965299959;C;0,019735403;A;C
Prefeitura Municipal de Arvoredo - SC;4201653;SC;2246;0,028165254;A;0,879193234;A;0,010642376;A;A
Prefeitura Municipal de Arvorezinha - RS;4301404;RS;10425;0,052986466;A;0,885894147;A;0,317470798;A;A
Prefeitura Municipal de Ascurra - SC;4201703;SC;7889;;n.d.;0,914973097;B;0,070410661;A;n.d.
Prefeitura Municipal de Aspásia - SP;3503950;SP;1825;;n.d.;36,53621227;C;104,5083284;C;n.d.
Prefeitura Municipal de Assaí - PR;4101903;PR;15289;0,126499321;A;0,875350251;A;2,139920986;C;C
Prefeitura Municipal de Assaré - CE;2301604;CE;23417;0,03291688;A;0,941249347;B;;n.d.;n.d.
Prefeitura Municipal de Assis - SP;3504008;SP;103666;0,215746997;A;1,018620048;C;1,856785102;C;C
Prefeitura Municipal de Assis Brasil - AC;1200054;AC;7300;;n.d.;0,966738955;C;1,950988016;C;n.d.
Prefeitura Municipal de Assis Chateaubriand - PR;4102000;PR;33397;0,17268606;A;0,92546924;B;0,262510981;A;B
Prefeitura Municipal de Assunção - PB;2501351;PB;3870;;n.d.;0,956427378;C;0,665439702;A;n.d.
Prefeitura Municipal de Assunção do Piauí - PI;2201051;PI;7828;0,014391354;A;0,987938918;C;1,345971602;C;C
Prefeitura Municipal de Astolfo Dutra - MG;3104601;MG;14085;0,268522597;A;0,980000415;C;3,702294329;C;C
Prefeitura Municipal de Astorga - PR;4102109;PR;26011;0,13234431;A;0,907355032;B;0,928221724;A;B
Prefeitura Municipal de Atalaia - AL;2700409;AL;47000;0,052815523;A;;n.d.;0,682549659;A;n.d.
Prefeitura Municipal de Atalaia - PR;4102208;PR;3902;0,003044672;A;1,059425443;C;0;n.d.;n.d.
Prefeitura Municipal de Atalaia do Norte - AM;1300201;AM;19438;;n.d.;0,978631474;C;2,041501579;C;n.d.
Prefeitura Municipal de Atalanta - SC;4201802;SC;3226;;n.d.;0,951502438;C;0,100075578;A;n.d.
Prefeitura Municipal de Ataléia - MG;3104700;MG;13064;0,101668406;A;0,962193591;C;;n.d.;n.d.
Prefeitura Municipal de Atibaia - SP;3504107;SP;141398;0,14585693;A;0,927675627;B;0,423834249;A;B
Prefeitura Municipal de Atilio Vivacqua - ES;3200706;ES;11765;;n.d.;0,958763148;C;0,044135413;A;n.d.
Prefeitura Municipal de Augustinópolis - TO;1702554;TO;18178;0,210860594;A;0,94890525;B;-0,003130546;C;C
Prefeitura Municipal de Augusto Corrêa - PA;1500909;PA;45516;0,057547531;A;1,234069535;C;;n.d.;n.d.
Prefeitura Municipal de Augusto de Lima - MG;3104809;MG;4888;;n.d.;0,961623482;C;0,568374519;A;n.d.
Prefeitura Municipal de Augusto Pestana - RS;4301503;RS;6706;0,001621779;A;0,941978863;B;0,055615865;A;B
Prefeitura Municipal de Augusto Severo - RN;2401305;RN;9638;0,156602336;A;1,005569336;C;6,476881786;C;C
Prefeitura Municipal de Áurea - RS;4301552;RS;3573;0,033248648;A;0,974064649;C;0,531751585;A;C
Prefeitura Municipal de Aurelino Leal - BA;2902401;BA;11774;1,146444103;B;0,896064523;A;;n.d.;n.d.
Prefeitura Municipal de Auriflama - SP;3504206;SP;15123;0,03551562;A;0,983510474;C;0,877608022;A;C
Prefeitura Municipal de Aurilândia - GO;5202601;GO;3184;0,010422862;A;0,960824988;C;6,004255742;C;C
Prefeitura Municipal de Aurora - CE;2301703;CE;24699;0,993173874;B;0,970261977;C;;n.d.;n.d.
Prefeitura Municipal de Aurora - SC;4201901;SC;5676;0,036006825;A;0,956876223;C;1,105132335;C;C
Prefeitura Municipal de Aurora do Pará - PA;1500958;PA;30896;0,007505425;A;1,038749027;C;;n.d.;n.d.
Prefeitura Municipal de Aurora do Tocantins - TO;1702703;TO;3731;;n.d.;0,988654336;C;1,140281989;C;n.d.
Prefeitura Municipal de Autazes - AM;1300300;AM;38830;0,049126451;A;0,929373741;B;;n.d.;n.d.
Prefeitura Municipal de Avaí - SP;3504305;SP;5369;0,216268668;A;0,982327822;C;2,217459849;C;C
Prefeitura Municipal de Avanhandava - SP;3504404;SP;13433;0,19901969;A;0,898278387;A;0,304218961;A;A
Prefeitura Municipal de Avaré - SP;3504503;SP;90063;0,298556178;A;0,91795913;B;3,855939086;C;C
Prefeitura Municipal de Aveiro - PA;1501006;PA;16371;0,026372428;A;1,015993289;C;;n.d.;n.d.
Prefeitura Municipal de Avelino Lopes - PI;2201101;PI;11252;;n.d.;1,006299094;C;-1,336898739;C;n.d.
Prefeitura Municipal de Avelinópolis - GO;5202809;GO;2425;0,104727467;A;0,964472051;C;;n.d.;n.d.
Prefeitura Municipal de Axixá - MA;2101103;MA;12076;;n.d.;1,79799545;C;;n.d.;n.d.
Prefeitura Municipal de Axixá do Tocantins - TO;1702901;TO;9725;0,438138548;A;1,023696995;C;2,665218649;C;C
Prefeitura Municipal de Babaçulândia - TO;1703008;TO;10662;0,428324481;A;0,907533548;B;;n.d.;n.d.
Prefeitura Municipal de Bacabal - MA;2101202;MA;104633;;n.d.;1,446137727;C;1,819585901;C;n.d.
Prefeitura Municipal de Bacabeira - MA;2101251;MA;16855;;n.d.;5,031812096;C;0,099642207;A;n.d.
Prefeitura Municipal de Bacuri - MA;2101301;MA;18508;0,378544909;A;1,486042532;C;;n.d.;n.d.
Prefeitura Municipal de Bacurituba - MA;2101350;MA;5617;;n.d.;0,961542181;C;6,557395981;C;n.d.
Prefeitura Municipal de Bady Bassitt - SP;3504602;SP;17236;0,038295367;A;0,8859314;A;0,024374764;A;A
